Ctrl4,Ctrl5,Ctrl6,pyg4,pyg5,pyg6
WBGene00022419,240,144,129,419,164,106
WBGene00022420,2171,1535,1452,3243,1371,1056
WBGene00022421,0,0,0,1,0,1
WBGene00022423,720,404,493,882,409,203
WBGene00022425,2471,1918,2128,3814,1679,1237
WBGene00022426,594,423,403,630,479,273
WBGene00022427,5316,3289,4212,4413,3779,1916
WBGene00022428,147,100,90,159,84,46
WBGene00022429,0,0,0,0,0,0
WBGene00022431,14,5,8,13,9,6
WBGene00022432,4,3,2,2,2,2
WBGene00022433,1,0,1,2,2,0
WBGene00022434,909,611,564,1055,683,396
WBGene00022435,241,170,239,198,200,93
WBGene00022438,4,2,2,4,4,3
WBGene00022439,34,1,6,20,5,3
WBGene00022440,283,231,249,112,239,89
WBGene00022441,114,72,67,126,74,56
WBGene00022442,0,0,0,0,0,0
WBGene00022443,0,0,0,0,0,0
WBGene00022444,0,0,1,0,0,0
WBGene00022445,435,306,343,219,381,204
WBGene00022446,1,1,0,2,2,0
WBGene00022447,186,95,156,232,139,68
WBGene00022448,895,509,543,828,588,328
WBGene00022449,321,175,196,455,193,96
WBGene00022450,730,488,642,714,498,302
WBGene00022451,66,62,65,153,65,46
WBGene00022452,2557,1520,1382,3428,1442,1000
WBGene00022453,972,640,715,992,719,445
WBGene00022454,23,10,13,21,19,6
WBGene00022455,1278,790,724,1913,732,438
WBGene00022456,5154,3379,3992,6008,3827,2196
WBGene00022457,257,180,167,302,195,104
WBGene00022458,2633,1851,1824,3318,1872,1209
WBGene00022459,3001,2030,2219,4196,2032,1254
WBGene00022460,470,418,392,676,423,248
WBGene00022462,945,740,668,1525,619,426
WBGene00022463,1603,1241,1265,2150,1149,709
WBGene00022464,1269,922,887,1788,849,599
WBGene00022465,5,5,0,2,8,2
WBGene00022466,1388,895,942,1903,928,533
WBGene00022467,45,21,30,14,22,13
WBGene00022469,38,23,34,44,28,16
WBGene00022470,688,497,520,856,531,319
WBGene00022471,3479,2038,2577,4588,2612,1338
WBGene00022472,63,45,60,26,64,39
WBGene00022473,3411,2049,2269,4517,2122,1437
WBGene00022474,1020,683,918,778,798,410
WBGene00022475,323,244,270,330,259,155
WBGene00022476,0,1,0,1,1,2
WBGene00022477,0,0,0,0,0,1
WBGene00022478,0,0,0,0,0,0
WBGene00022479,9,7,14,13,1,5
WBGene00022481,0,0,0,0,0,0
WBGene00022482,0,0,0,0,0,0
WBGene00022483,0,0,0,0,0,0
WBGene00022484,0,6,2,1,4,2
WBGene00022485,157,140,164,167,175,110
WBGene00022486,147,118,145,164,141,86
WBGene00022487,166,123,108,364,123,89
WBGene00022488,892,637,521,1311,596,417
WBGene00022489,1351,865,883,1463,954,563
WBGene00022490,2507,1491,2073,1432,2021,852
WBGene00022491,1005,593,622,1160,593,327
WBGene00022492,2353,1788,1627,2166,2016,1158
WBGene00022493,651,429,458,740,423,265
WBGene00022494,0,0,0,0,0,0
WBGene00022495,4,7,7,1,17,2
WBGene00022496,0,0,0,0,0,0
WBGene00022497,12798,10656,13448,3191,13768,8236
WBGene00022498,63,45,34,46,53,19
WBGene00022499,812,583,810,820,735,336
WBGene00022500,16731,9138,15992,13897,11212,7327
WBGene00022501,614,377,429,748,376,227
WBGene00022502,477,373,426,658,419,258
WBGene00022503,26,13,19,33,20,5
WBGene00022504,36,24,21,46,16,9
WBGene00022505,211,171,213,230,170,117
WBGene00022506,38,11,17,33,30,6
WBGene00022507,8,9,9,2,7,6
WBGene00022508,240,169,133,484,161,116
WBGene00022509,0,0,0,0,0,0
WBGene00022511,0,0,1,1,0,0
WBGene00022512,21,15,18,23,11,6
WBGene00022515,2628,1950,2503,1567,2273,1188
WBGene00022516,1133,703,742,1233,790,402
WBGene00022517,115,91,67,344,25,23
WBGene00022518,1875,1031,1406,1728,1121,706
WBGene00022519,357,172,251,308,242,130
WBGene00022521,0,0,1,2,0,0
WBGene00022522,24,27,20,27,11,6
WBGene00022523,74,64,94,85,50,35
WBGene00022526,1,1,1,0,0,0
WBGene00022527,6,11,15,5,16,3
WBGene00022528,1,2,1,1,1,0
WBGene00022529,7,1,0,4,0,0
WBGene00022530,12,5,13,16,9,4
WBGene00022531,1591,1103,1110,1963,995,711
WBGene00022532,1875,1427,1432,2542,1391,648
WBGene00022533,12,20,10,12,18,6
WBGene00022534,1063,811,895,1286,765,516
WBGene00022535,0,0,0,0,0,0
WBGene00022536,0,1,0,0,0,0
WBGene00022537,0,3,1,1,3,1
WBGene00022538,597,395,737,673,522,360
WBGene00022539,2,2,4,5,1,3
WBGene00022540,7,5,5,12,10,2
WBGene00022541,7,7,4,1,7,5
WBGene00022542,7,2,9,2,3,12
WBGene00022543,0,0,0,0,0,0
WBGene00022544,11,8,9,5,6,9
WBGene00022545,34,21,26,40,26,15
WBGene00022546,70,60,118,38,116,55
WBGene00022547,9,5,12,8,10,2
WBGene00022548,19,21,29,37,17,12
WBGene00022549,429,293,414,412,329,174
WBGene00022550,40,20,16,59,13,8
WBGene00022551,0,0,0,0,0,0
WBGene00022552,0,1,1,0,0,0
WBGene00022553,1,0,0,0,0,0
WBGene00022554,557,332,415,485,383,223
WBGene00022555,12,4,15,22,8,5
WBGene00022556,0,0,0,0,0,0
WBGene00022557,18,20,17,56,19,8
WBGene00022558,5,3,5,18,2,0
WBGene00022559,19,11,6,18,6,0
WBGene00022560,5,3,1,3,0,2
WBGene00022561,16,9,8,15,10,5
WBGene00022562,367,302,389,163,274,186
WBGene00022563,0,0,0,3,0,0
WBGene00022564,63,45,55,92,50,33
WBGene00022565,2,0,2,0,0,0
WBGene00022566,3,4,4,14,3,0
WBGene00022567,10,9,11,17,11,3
WBGene00022568,27,10,16,38,19,16
WBGene00022569,489,284,295,663,320,179
WBGene00022570,234,209,135,597,184,90
WBGene00022571,57,41,44,68,46,23
WBGene00022572,637,437,471,780,457,239
WBGene00022573,51,39,34,46,33,23
WBGene00022574,104,97,119,77,118,76
WBGene00022575,26,29,26,13,16,11
WBGene00022576,175,119,146,236,144,70
WBGene00022577,8,9,4,21,6,3
WBGene00022578,0,0,0,0,0,0
WBGene00022579,1475,948,986,1544,1018,579
WBGene00022580,3308,2426,2801,4847,2535,1580
WBGene00022581,5,1,1,1,5,2
WBGene00022582,0,0,0,0,0,0
WBGene00022583,801,477,501,785,506,338
WBGene00022584,316,168,219,315,216,110
WBGene00022586,1296,934,828,2050,855,611
WBGene00022587,9,6,3,25,8,5
WBGene00022588,8,2,2,6,7,2
WBGene00022589,22,13,24,12,8,15
WBGene00022590,282,214,159,512,151,158
WBGene00022591,127,120,126,125,116,56
WBGene00022592,326,242,386,325,324,171
WBGene00022593,2710,1645,1838,3132,1722,980
WBGene00022594,4,2,7,4,3,4
WBGene00022596,29,14,19,7,14,6
WBGene00022597,476,427,393,272,414,191
WBGene00022598,1891,1314,1235,2701,1173,903
WBGene00022599,6744,4567,3846,7579,4417,2692
WBGene00022600,0,0,0,0,0,0
WBGene00022601,43,28,27,42,23,11
WBGene00022602,0,0,0,0,0,0
WBGene00022603,2180,1532,1758,3280,1443,882
WBGene00022604,1,0,0,3,1,2
WBGene00022605,31,15,10,59,5,7
WBGene00022606,2,4,2,2,1,0
WBGene00022607,0,0,0,0,0,0
WBGene00022608,319,179,265,219,236,130
WBGene00022609,99,87,98,44,107,54
WBGene00022610,7545,4105,5496,6450,5381,2321
WBGene00022611,28,22,13,32,4,5
WBGene00022612,42,37,29,47,13,15
WBGene00022613,1488,913,1149,1620,1064,601
WBGene00022614,227,164,173,131,136,98
WBGene00022615,713,457,528,695,521,351
WBGene00022616,1,2,0,5,0,1
WBGene00022617,9,10,17,0,10,4
WBGene00022618,1476,1063,1167,1881,1180,696
WBGene00022619,0,0,0,0,0,0
WBGene00022620,916,627,610,1306,558,364
WBGene00022621,93,49,85,13,64,62
WBGene00022622,7,2,3,2,2,2
WBGene00022623,68,40,43,59,52,17
WBGene00022624,1,0,1,4,4,0
WBGene00022625,0,0,0,0,0,0
WBGene00022626,9,2,1,5,5,2
WBGene00022627,5,1,2,6,0,1
WBGene00022628,19,8,22,5,9,13
WBGene00022629,1331,992,994,1978,880,638
WBGene00022630,7,1,6,0,3,1
WBGene00022631,785,556,623,667,678,337
WBGene00022632,30,11,36,6,15,10
WBGene00022633,1049,652,997,911,711,488
WBGene00022634,32,24,53,20,32,20
WBGene00022635,157,111,186,210,142,79
WBGene00022636,0,0,0,0,0,0
WBGene00022637,0,0,0,1,0,0
WBGene00022638,5,5,5,4,5,3
WBGene00022639,2,1,0,10,1,0
WBGene00022640,1,0,0,3,1,1
WBGene00022641,44,25,37,48,20,10
WBGene00022642,16673,11493,15375,10133,11359,5221
WBGene00022643,301,170,119,320,135,70
WBGene00022644,25453,19652,32060,12409,21915,13365
WBGene00022645,20840,15278,25548,19736,17501,12453
WBGene00022646,2526,1764,1979,3222,1793,1081
WBGene00022647,473,275,356,326,335,191
WBGene00022648,23,16,17,59,18,7
WBGene00022649,417,189,233,314,249,155
WBGene00022650,61,32,47,13,44,30
WBGene00022651,0,0,0,5,0,0
WBGene00022652,17,8,19,2,12,4
WBGene00022653,15487,11216,13029,16635,15861,7467
WBGene00022654,20,15,19,8,11,9
WBGene00022655,3,3,3,16,4,4
WBGene00022656,1,0,1,0,0,1
WBGene00022657,8,14,17,8,14,10
WBGene00022658,1,1,1,3,1,0
WBGene00022659,52,21,48,23,27,21
WBGene00022660,0,0,1,0,0,0
WBGene00022661,11,10,9,8,8,3
WBGene00022662,12,5,10,4,5,0
WBGene00022663,348,257,241,261,299,177
WBGene00022664,698,334,540,609,487,305
WBGene00022665,73,56,39,72,22,25
WBGene00022666,638,354,475,485,438,240
WBGene00022667,1026,680,746,1332,701,512
WBGene00022668,745,456,607,811,601,316
WBGene00022669,357,300,253,757,254,191
WBGene00022670,15,4,2,2,1,1
WBGene00022671,10,4,7,5,3,0
WBGene00022672,1391,1049,1019,2019,1047,614
WBGene00022673,3310,2411,3290,4139,2700,1403
WBGene00022674,27,31,20,42,12,12
WBGene00022675,375,242,328,306,272,156
WBGene00022677,487,279,340,776,301,181
WBGene00022678,6550,3803,4190,8262,3999,2383
WBGene00022679,1428,574,138,972,265,252
WBGene00022680,141,74,14,155,35,11
WBGene00022681,277,230,252,442,242,148
WBGene00022682,66,36,43,41,55,21
WBGene00022683,343,247,368,226,335,186
WBGene00022685,3,1,1,4,5,5
WBGene00022688,1,2,0,1,1,3
WBGene00022689,5,3,5,2,1,0
WBGene00022690,9,4,9,4,7,3
WBGene00022691,2,0,1,2,0,1
WBGene00022692,0,0,0,0,0,0
WBGene00022693,0,0,0,0,0,0
WBGene00022694,1008,725,828,1657,684,524
WBGene00022695,133,81,149,129,99,91
WBGene00022696,35,34,51,38,27,24
WBGene00022697,1641,1246,1179,2847,1298,768
WBGene00022698,14,17,13,6,26,8
WBGene00022699,3,4,6,3,1,1
WBGene00022700,51,23,38,29,37,17
WBGene00022701,2,2,1,0,0,0
WBGene00022702,1441,982,992,1931,1005,561
WBGene00022703,3557,2601,2659,5046,2591,1663
WBGene00022704,718,519,608,794,636,234
WBGene00022705,165,67,147,72,105,75
WBGene00022706,67,29,71,51,40,41
WBGene00022707,39,27,59,28,41,21
WBGene00022708,57,18,60,11,42,24
WBGene00022709,111,54,89,44,88,52
WBGene00022710,5,0,7,5,1,0
WBGene00022711,0,1,0,1,1,0
WBGene00022712,2757,1367,1795,2460,1562,930
WBGene00022713,3,3,1,3,2,2
WBGene00022714,0,0,1,1,1,0
WBGene00022715,6,0,3,1,1,5
WBGene00022716,1,1,0,0,0,0
WBGene00022717,3651,2561,3084,5211,2457,1617
WBGene00022718,7341,4602,5616,9501,4918,2780
WBGene00022719,2466,1776,2216,2812,1901,1023
WBGene00022720,104,57,88,71,90,46
WBGene00022721,958,751,823,1359,716,356
WBGene00022722,1587,1225,1386,2268,1252,840
WBGene00022723,2,1,0,0,0,0
WBGene00022724,1,4,5,9,3,1
WBGene00022725,8,6,3,5,1,1
WBGene00022726,2,5,3,2,5,2
WBGene00022727,173,104,134,205,109,55
WBGene00022728,58,44,55,50,38,26
WBGene00022729,0,0,0,1,0,0
WBGene00022730,220,149,215,164,191,80
WBGene00022731,49,41,51,62,48,10
WBGene00022732,43,13,29,13,22,7
WBGene00022733,2,2,1,2,3,1
WBGene00022734,1743,1136,1187,1757,1224,739
WBGene00022735,182,167,218,170,141,79
WBGene00022736,445,396,533,405,457,232
WBGene00022737,471,350,281,639,380,219
WBGene00022738,3329,2183,2235,3710,2189,1443
WBGene00022739,2348,1387,1730,2684,1452,780
WBGene00022741,68,36,56,104,43,33
WBGene00022742,1048,653,721,1211,705,387
WBGene00022743,1611,981,1462,1477,1119,579
WBGene00022744,6,11,5,10,2,1
WBGene00022745,3564,1929,2460,2349,2167,1471
WBGene00022746,4,0,2,4,1,0
WBGene00022747,10,13,7,16,5,2
WBGene00022748,15895,10216,11920,16572,10866,6068
WBGene00022749,1689,1260,1249,2600,1216,904
WBGene00022750,2631,1777,1889,3952,1740,1188
WBGene00022751,389,186,397,62,330,194
WBGene00022752,17,5,16,38,15,14
WBGene00022753,35,23,44,9,46,16
WBGene00022754,268,112,244,52,263,150
WBGene00022755,36,14,20,18,17,8
WBGene00022756,1,0,1,0,0,0
WBGene00022757,0,1,1,0,0,0
WBGene00022758,0,0,0,0,0,0
WBGene00022759,2300,1651,1755,3315,1613,1045
WBGene00022760,44,13,19,39,20,9
WBGene00022761,31,12,24,10,14,11
WBGene00022762,726,517,539,1065,445,388
WBGene00022763,6,5,12,5,8,2
WBGene00022765,2243,1654,1673,2643,1641,1102
WBGene00022766,1522,1019,942,1872,1006,540
WBGene00022767,43,47,45,40,41,25
WBGene00022769,409,300,371,550,356,241
WBGene00022770,547,406,609,543,563,221
WBGene00022771,19,14,20,28,15,2
WBGene00022772,55,50,47,48,69,29
WBGene00022773,193,147,123,151,134,101
WBGene00022774,1577,1137,1141,2144,1096,660
WBGene00022775,1170,836,711,1699,722,546
WBGene00022776,1545,1001,1028,1556,1102,659
WBGene00022778,15,7,18,2,11,6
WBGene00022780,28,9,27,11,12,12
WBGene00022781,19946,11260,13990,18285,12157,6991
WBGene00022782,84,66,77,80,103,52
WBGene00022783,136,116,99,47,150,108
WBGene00022785,1604,1085,1187,1797,1112,639
WBGene00022786,204,127,176,222,150,83
WBGene00022787,1182,889,909,1399,872,600
WBGene00022788,687,412,505,825,530,272
WBGene00022789,99,38,36,97,30,37
WBGene00022790,16,7,4,22,5,2
WBGene00022791,628,464,415,653,487,334
WBGene00022792,1068,850,808,1548,721,507
WBGene00022793,4530,3106,3790,4829,3352,2363
WBGene00022794,1039,799,816,1196,774,470
WBGene00022795,18,8,19,8,19,11
WBGene00022796,8,6,3,8,8,5
WBGene00022797,962,911,1254,786,868,494
WBGene00022798,807,572,691,594,698,323
WBGene00022799,1,1,1,1,2,1
WBGene00022800,3541,2370,2873,5221,2480,1732
WBGene00022801,4697,3373,4604,4076,3812,1958
WBGene00022802,179,116,109,155,118,51
WBGene00022803,794,500,473,956,516,273
WBGene00022804,0,3,0,1,1,1
WBGene00022805,280,237,250,421,249,129
WBGene00022806,0,1,0,0,0,0
WBGene00022807,4,3,9,4,10,2
WBGene00022808,0,1,0,0,0,0
WBGene00022809,1,2,0,4,1,0
WBGene00022810,67,46,73,70,75,35
WBGene00022811,12,10,13,19,11,6
WBGene00022812,791,590,540,1065,513,396
WBGene00022813,125,114,118,118,108,42
WBGene00022814,209,152,179,155,191,81
WBGene00022815,47,34,48,52,47,30
WBGene00022816,759,359,488,943,254,153
WBGene00022817,1610,1063,1018,2141,1089,521
WBGene00022818,7,2,7,1,1,3
WBGene00022819,3,0,4,1,1,3
WBGene00022820,10253,6267,7241,6628,8693,5045
WBGene00022821,10483,8215,9937,5253,12410,5815
WBGene00022822,22314,15354,18019,15552,21130,10631
WBGene00022823,241,235,227,239,246,138
WBGene00022824,24,13,16,27,15,9
WBGene00022825,56,39,48,57,40,29
WBGene00022826,3,0,0,0,0,0
WBGene00022827,4,10,4,5,2,0
WBGene00022829,5,3,1,3,1,0
WBGene00022830,4304,3174,2985,6587,2865,1952
WBGene00022831,2743,1988,2012,3961,1867,1413
WBGene00022832,2079,1380,1428,2598,1399,981
WBGene00022833,6,1,7,2,5,2
WBGene00022834,81,44,31,72,60,20
WBGene00022835,1000,650,525,1059,643,481
WBGene00022836,1444,1007,1031,2014,967,614
WBGene00022837,20,8,18,16,10,8
WBGene00022838,7,15,13,9,11,10
WBGene00022840,0,1,0,1,0,0
WBGene00022842,10,17,6,5,7,3
WBGene00022843,14,10,12,34,9,5
WBGene00022845,13,12,6,15,6,2
WBGene00022846,12,13,4,20,3,4
WBGene00022847,2499,1754,2097,2643,2042,1045
WBGene00022848,4948,3665,4601,4798,4079,2076
WBGene00022849,117,67,87,56,74,38
WBGene00022850,617,487,415,783,478,315
WBGene00022851,809,530,544,941,562,336
WBGene00022852,536,387,331,566,357,228
WBGene00022853,449,267,282,827,366,200
WBGene00022854,625,388,356,1018,333,207
WBGene00022855,3732,2501,2856,5129,2646,1504
WBGene00022856,15241,12075,18012,10013,15167,7312
WBGene00022857,128,89,109,158,84,42
WBGene00022858,3750,2264,3388,2805,2697,1451
WBGene00022859,797,455,909,639,637,397
WBGene00022860,506,273,556,346,350,241
WBGene00022861,1006,660,813,1086,680,480
WBGene00022862,491,347,388,760,377,231
WBGene00022864,84,69,68,33,86,64
WBGene00022865,2299,1613,1667,2686,1578,973
WBGene00022866,14,7,5,24,5,5
WBGene00022867,500,319,436,445,391,183
WBGene00022868,619,505,621,733,599,329
WBGene00022869,0,0,0,0,2,1
WBGene00022870,49,42,61,55,62,32
WBGene00022871,5,0,6,7,3,5
WBGene00022872,11,1,5,27,5,2
WBGene00022873,90,60,119,83,77,57
WBGene00022874,37,25,29,32,38,21
WBGene00022875,0,0,0,0,0,0
WBGene00022876,43,20,28,18,31,14
WBGene00022877,0,2,0,2,1,1
WBGene00022880,3146,2095,2378,4928,2160,1444
WBGene00022881,622,469,478,766,478,248
WBGene00022882,1131,806,825,1852,786,456
WBGene00022883,919,692,704,1304,621,518
WBGene00022884,3,2,3,1,2,3
WBGene00022885,181,147,130,200,136,78
WBGene00022886,0,1,1,0,0,2
WBGene00022887,2011,1324,1959,1187,1511,695
WBGene00022888,55,29,50,11,23,32
WBGene00022889,3,2,5,2,0,1
WBGene00022890,10,6,8,0,6,4
WBGene00022891,160,150,239,101,148,93
WBGene00022892,1,0,0,0,0,1
WBGene00022893,890,617,800,738,682,316
WBGene00022894,0,0,0,0,0,0
WBGene00022895,0,0,0,0,0,0
WBGene00022896,0,0,0,0,0,0
WBGene00022897,0,0,0,0,0,0
WBGene00022898,0,0,0,0,0,0
WBGene00022899,0,0,0,0,0,0
WBGene00022900,0,0,0,0,0,0
WBGene00022901,0,0,0,0,0,0
WBGene00022902,0,0,0,0,0,0
WBGene00022903,0,0,0,0,0,0
WBGene00022904,59,76,81,59,51,49
WBGene00022905,0,0,0,0,0,0
WBGene00022906,1,0,0,0,0,0
WBGene00022907,0,0,0,0,0,0
WBGene00022908,0,0,0,0,0,0
WBGene00022909,0,0,0,0,0,0
WBGene00022910,455,356,435,332,425,243
WBGene00022911,0,0,0,0,0,0
WBGene00022912,0,0,0,0,0,0
WBGene00022913,0,0,0,0,0,0
WBGene00022914,0,0,0,0,0,0
WBGene00022915,0,0,0,0,0,0
WBGene00022916,0,0,0,0,0,0
WBGene00022917,0,0,0,0,0,0
WBGene00022918,0,0,0,0,0,0
WBGene00022919,0,0,0,0,0,0
WBGene00022920,0,0,0,0,0,0
WBGene00022921,0,0,0,0,0,0
WBGene00022922,0,0,0,1,0,0
WBGene00022923,0,0,0,0,0,0
WBGene00022924,0,0,0,0,0,0
WBGene00022925,0,0,0,0,0,0
WBGene00022926,0,0,0,0,0,0
WBGene00022927,12,5,6,14,2,0
WBGene00022928,0,0,0,0,0,0
WBGene00022929,1,0,0,4,1,0
WBGene00022930,0,1,0,0,0,0
WBGene00022931,0,0,0,0,0,0
WBGene00022932,0,0,0,0,1,0
WBGene00022933,0,0,0,0,0,0
WBGene00022934,0,0,0,0,0,0
WBGene00022935,0,0,0,0,0,0
WBGene00022936,0,0,0,0,0,0
WBGene00022937,0,0,0,0,0,0
WBGene00022938,0,0,0,0,0,0
WBGene00022939,0,0,0,0,0,0
WBGene00022940,0,0,0,1,1,0
WBGene00022941,0,1,0,0,0,0
WBGene00022942,0,0,0,0,0,0
WBGene00022943,0,0,0,0,0,0
WBGene00022944,0,0,0,0,0,0
WBGene00022945,0,0,0,0,0,0
WBGene00022946,0,0,0,0,0,0
WBGene00022947,0,0,0,0,0,0
WBGene00022948,0,0,0,0,0,0
WBGene00022949,0,0,0,0,0,0
WBGene00022950,0,0,0,0,0,0
WBGene00022951,5235,2813,2937,6260,3036,1448
WBGene00022952,0,0,1,0,0,0
WBGene00022953,0,0,0,0,0,0
WBGene00022954,0,0,0,0,0,0
WBGene00022955,0,0,0,0,0,0
WBGene00022956,0,0,0,0,0,0
WBGene00022957,0,0,0,0,0,0
WBGene00022958,0,0,0,0,0,0
WBGene00022959,0,0,0,0,0,0
WBGene00022960,0,0,0,0,2,1
WBGene00022961,0,0,0,0,0,0
WBGene00022962,1,0,0,0,1,0
WBGene00022963,0,0,0,0,0,0
WBGene00022964,0,0,0,0,0,0
WBGene00022965,0,0,0,0,0,0
WBGene00022966,0,0,0,0,0,0
WBGene00022967,0,0,0,0,0,0
WBGene00022968,0,0,0,0,0,0
WBGene00022969,0,0,0,0,0,0
WBGene00022970,141,77,80,139,88,51
WBGene00022971,0,0,0,0,0,0
WBGene00022972,0,0,0,0,0,0
WBGene00022973,0,0,1,0,0,0
WBGene00022974,0,0,0,0,0,0
WBGene00022975,0,0,0,0,0,0
WBGene00022976,0,0,0,0,0,0
WBGene00022977,0,0,0,0,0,0
WBGene00022978,0,0,1,0,0,0
WBGene00022979,0,0,0,0,0,0
WBGene00022980,0,0,0,0,0,0
WBGene00022981,0,1,0,0,0,0
WBGene00022982,4,6,2,2,3,3
WBGene00022983,0,0,0,0,0,0
WBGene00022984,0,0,0,0,0,0
WBGene00022985,0,0,0,2,0,0
WBGene00022986,0,0,0,0,0,0
WBGene00022987,0,0,0,0,0,0
WBGene00022988,0,0,0,0,0,0
WBGene00022989,0,1,0,0,0,0
WBGene00022990,0,0,0,0,0,0
WBGene00022991,0,0,0,0,0,0
WBGene00022992,0,0,0,0,0,0
WBGene00022993,0,0,0,0,0,0
WBGene00022994,0,0,0,0,0,0
WBGene00022995,0,0,0,0,0,0
WBGene00022996,0,0,0,0,0,0
WBGene00022997,0,0,0,0,0,0
WBGene00022998,0,0,0,0,0,0
WBGene00022999,0,0,0,0,0,0
WBGene00023000,1,1,0,0,4,0
WBGene00023001,0,0,0,0,0,0
WBGene00023002,0,0,0,0,0,0
WBGene00023003,0,0,0,0,0,0
WBGene00023004,0,0,0,0,0,0
WBGene00023005,0,0,0,0,0,0
WBGene00023006,0,0,0,0,0,0
WBGene00023007,0,0,0,0,0,0
WBGene00023008,0,0,0,0,0,0
WBGene00023009,0,0,0,0,0,0
WBGene00023010,0,0,0,0,0,0
WBGene00023011,0,0,0,0,0,0
WBGene00023012,0,0,0,0,0,0
WBGene00023013,0,0,0,0,0,0
WBGene00023014,0,0,0,0,0,0
WBGene00023015,0,0,0,0,0,0
WBGene00023016,0,0,0,0,0,0
WBGene00023017,0,0,0,0,0,0
WBGene00023018,0,0,0,0,0,0
WBGene00023019,0,0,0,0,0,0
WBGene00023020,9,7,8,2,6,8
WBGene00023021,166,104,126,79,139,56
WBGene00023022,0,0,0,0,0,0
WBGene00023023,0,0,0,0,0,0
WBGene00023024,0,0,0,0,0,0
WBGene00023025,0,0,0,0,0,0
WBGene00023026,0,0,0,0,0,0
WBGene00023027,0,0,0,0,0,0
WBGene00023028,0,0,0,0,0,0
WBGene00023029,0,0,0,0,0,0
WBGene00023030,0,0,0,0,0,0
WBGene00023031,0,0,0,0,0,0
WBGene00023032,0,0,0,0,0,0
WBGene00023033,0,0,0,0,0,0
WBGene00023034,0,0,0,0,0,0
WBGene00023035,0,0,0,0,0,0
WBGene00023036,424,348,437,291,427,242
WBGene00023037,0,0,0,0,0,0
WBGene00023038,0,0,0,0,0,0
WBGene00023039,67,50,53,32,37,33
WBGene00023040,0,0,0,0,0,0
WBGene00023041,0,0,0,0,0,0
WBGene00023042,0,0,0,0,0,0
WBGene00023043,0,0,0,0,0,0
WBGene00023044,0,0,0,0,0,0
WBGene00023045,0,0,0,0,0,0
WBGene00023046,0,0,0,0,0,0
WBGene00023047,0,0,0,0,0,0
WBGene00023048,0,0,0,0,0,0
WBGene00023049,0,0,0,0,0,0
WBGene00023050,0,0,0,0,0,0
WBGene00023051,0,0,0,0,0,0
WBGene00023052,0,0,0,0,0,0
WBGene00023053,0,0,0,0,0,0
WBGene00023054,0,0,0,0,0,0
WBGene00023055,0,0,0,0,0,0
WBGene00023056,0,0,0,0,0,0
WBGene00023057,0,0,0,0,0,0
WBGene00023058,0,0,0,0,0,0
WBGene00023059,0,0,0,0,0,0
WBGene00023060,0,0,0,0,0,0
WBGene00023061,0,0,0,0,0,0
WBGene00023062,0,0,0,0,0,0
WBGene00023063,1,0,0,1,0,0
WBGene00023064,0,0,0,0,0,0
WBGene00023065,0,0,0,0,2,0
WBGene00023066,3,2,3,3,1,1
WBGene00023067,1334,861,884,581,1142,710
WBGene00023068,14910,9913,9538,4826,12623,6665
WBGene00023069,1536,713,741,859,852,466
WBGene00023070,0,0,0,0,0,0
WBGene00023071,0,0,0,3,3,1
WBGene00023072,0,0,0,0,0,0
WBGene00023073,0,0,0,0,0,0
WBGene00023074,0,0,0,0,0,0
WBGene00023075,0,0,0,0,0,0
WBGene00023076,0,0,0,0,0,0
WBGene00023077,0,0,0,0,0,0
WBGene00023078,0,0,0,0,0,0
WBGene00023079,0,0,0,0,0,0
WBGene00023080,0,0,0,0,0,0
WBGene00023081,0,0,0,0,0,0
WBGene00023082,0,0,0,0,0,0
WBGene00023083,0,0,0,0,0,0
WBGene00023084,0,0,1,2,0,0
WBGene00023085,0,0,0,0,0,0
WBGene00023086,0,0,0,0,0,0
WBGene00023087,0,0,0,0,0,0
WBGene00023088,0,0,0,0,0,0
WBGene00023089,0,0,0,0,0,0
WBGene00023090,0,0,0,0,0,0
WBGene00023091,0,0,1,0,0,0
WBGene00023092,0,0,0,0,0,0
WBGene00023093,0,0,0,0,0,0
WBGene00023094,0,0,0,0,0,0
WBGene00023095,0,0,0,0,0,0
WBGene00023096,0,0,0,0,0,0
WBGene00023097,0,0,0,0,0,0
WBGene00023098,0,0,0,0,0,0
WBGene00023099,0,0,0,0,0,0
WBGene00023100,0,0,0,0,0,0
WBGene00023101,0,0,0,0,0,0
